thread_total,run_index,total_time_seconds
2,1,.096667764
2,2,.097834053
2,3,.100085632
2,4,.097057804
2,5,.097463762
4,1,.125086998
4,2,.126194787
4,3,.100942880
4,4,.102686460
4,5,.093414061
8,1,.182643798
8,2,.192584945
8,3,.196368312
8,4,.207651956
8,5,.183404046
16,1,.344695222
16,2,.339464732
16,3,.373264538
16,4,.337539568
16,5,.369009964
32,1,.844169171
32,2,.797353973
32,3,.819457220
32,4,.809611948
32,5,.819237136
