thread_total,run_index,total_time_seconds
2,1,.002702078
2,2,.001848122
2,3,.001680455
2,4,.002033537
2,5,.000994456
4,1,.000977206
4,2,.001726205
4,3,.001159373
4,4,.003336368
4,5,.000989415
8,1,.001562747
8,2,.001045748
8,3,.002553287
8,4,.000963373
8,5,.000985790
16,1,.001773497
16,2,.002065829
16,3,.001623038
16,4,.000715790
16,5,.000795206
32,1,.000947040
32,2,.001082457
32,3,.001005498
32,4,.001515872
32,5,.001962663
