thread_total,run_index,total_time_seconds
2,1,.595138723
2,2,.595485431
2,3,.571939811
2,4,.585246742
2,5,.568799733
4,1,1.018556164
4,2,1.069155978
4,3,1.041032701
4,4,.980361947
4,5,1.014000129
8,1,1.653980174
8,2,1.638432621
8,3,1.679505120
8,4,1.592023336
8,5,1.643800897
16,1,.270337872
16,2,.250789036
16,3,.269587040
16,4,.264024051
16,5,.325272345
32,1,.154868896
32,2,.156304810
32,3,.171029281
32,4,.183847671
32,5,.148409493
